web-scraper-order,web-scraper-start-url,birth-place,native-language,other-languages,age-sex,age-of-english-onset,english-method,english-residence,length-residence,mp3-link,website-tag
"1676624889-2928","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=273","birth place: oslo, norway (map)","norwegian","other language(s): french german","age, sex: 55, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 32 years","/soundtracks/norwegian2.mp3","norwegian2"
"1676624892-2929","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=272","birth place: drammen, norway (map)","norwegian","other language(s): french","age, sex: 33, female","age of english onset: 10","english learning method: academic","english residence: usa","length of english residence: 0.3 years","/soundtracks/norwegian1.mp3","norwegian1"
"1676624894-2930","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=271","birth place: kathmandu, nepal (map)","nepali","other language(s): hindi-urdu","age, sex: 22, female","age of english onset: 5","english learning method: academic","english residence: usa","length of english residence: 4 years","/soundtracks/nepali1.mp3","nepali1"
"1676624896-2931","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=270","birth place: weno, chuuk, federated states of micronesia (map)","mortlockese","other language(s): chuukese pohnpeian","age, sex: 21, male","age of english onset: 6","english learning method: academic","english residence: usa","length of english residence: 3 years","/soundtracks/mortlockese1.mp3","mortlockese1"
"1676624899-2932","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=269","birth place: tenkodogo, burkina faso (map)","moore","other language(s): french","age, sex: 29, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 8 years","/soundtracks/moore1.mp3","moore1"
"1676624901-2933","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=268","birth place: ulaanbaatar, mongolia (map)","mongolian","other language(s): russian","age, sex: 22, male","age of english onset: 17","english learning method: academic","english residence: usa","length of english residence: 0.25 years","/soundtracks/mongolian2.mp3","mongolian2"
"1676624904-2934","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=267","birth place: ulaanbaatar, mongolia (map)","mongolian","other language(s): russian","age, sex: 18, female","age of english onset: 15","english learning method: naturalistic","english residence: usa","length of english residence: 3 years","/soundtracks/mongolian1.mp3","mongolian1"
"1676624906-2935","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=266","birth place: port louis, mauritius (map)","mauritian","other language(s): french","age, sex: 21, male","age of english onset: 5","english learning method: academic","english residence: usa","length of english residence: 0.2 years","/soundtracks/mauritian1.mp3","mauritian1"
"1676624909-2936","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=265","birth place: madras, india (map)","marathi","other language(s): hindi-urdu","age, sex: 28, male","age of english onset: 10","english learning method: academic","english residence: usa","length of english residence: 0.5 years","/soundtracks/marathi2.mp3","marathi2"
"1676624911-2937","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=264","birth place: bombay, india (map)","marathi","other language(s): gujarati hindi-urdu","age, sex: 21, female","age of english onset: 3","english learning method: academic","english residence: usa","length of english residence: 4 years","/soundtracks/marathi1.mp3","marathi1"
"1676624914-2938","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=263","birth place: freetown, sierra leone (map)","mandingo","other language(s): krio mende temne","age, sex: 36, male","age of english onset: 9","english learning method: academic","english residence: usa","length of english residence: 3.5 years","/soundtracks/mandingo1.mp3","mandingo1"
"1676624916-2939","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=262","birth place: berkeley, california, usa (map)","mandarin","other language(s): mandarin","age, sex: 22, male","age of english onset: 5","english learning method: naturalistic","english residence: usa","length of english residence: 22 years","/soundtracks/mandarin7.mp3","mandarin7"
"1676624919-2940","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=261","birth place: le shan, sichuan, china (map)","mandarin","other language(s): none","age, sex: 28, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 5 years","/soundtracks/mandarin6.mp3","mandarin6"
"1676624921-2941","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=260","birth place: beijing, china (map)","mandarin","other language(s): none","age, sex: 31, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 2 years","/soundtracks/mandarin5.mp3","mandarin5"
"1676624924-2942","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=259","birth place: shanghai, china (map)","mandarin","other language(s): japanese","age, sex: 24, female","age of english onset: 6","english learning method: academic","english residence: usa","length of english residence: 1 years","/soundtracks/mandarin4.mp3","mandarin4"
"1676624926-2943","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=258","birth place: jilin city, jilin, china (map)","mandarin","other language(s): italian german french","age, sex: 43, male","age of english onset: 10","english learning method: academic","english residence: usa","length of english residence: 14 years","/soundtracks/mandarin3.mp3","mandarin3"
"1676624929-2944","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=257","birth place: nanjing, china (map)","mandarin","other language(s): japanese","age, sex: 38, female","age of english onset: 14","english learning method: academic","english residence: usa","length of english residence: 0.8 years","/soundtracks/mandarin2.mp3","mandarin2"
"1676624931-2945","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=256","birth place: shanxi province, shanxi, china (map)","mandarin","other language(s): none","age, sex: 26, female","age of english onset: 13","english learning method: academic","english residence: usa","length of english residence: 2 years","/soundtracks/mandarin1.mp3","mandarin1"
"1676624934-2946","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=255","birth place: kerala state, kerala state, india (map)","malayalam","other language(s): hindi-urdu","age, sex: 24, male","age of english onset: 5","english learning method: academic","english residence: usa","length of english residence: 0.7 years","/soundtracks/malayalam1.mp3","malayalam1"
"1676624937-2947","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=254","birth place: kuala lumpur, malaysia (map)","malay","other language(s): italian arabic spanish","age, sex: 28, female","age of english onset: 3","english learning method: academic","english residence: usa","length of english residence: 10.5 years","/soundtracks/malay1.mp3","malay1"
"1676624939-2948","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=253","birth place: ohrid, macedonia (map)","macedonian","other language(s): serbian bulgarian spanish","age, sex: 19, male","age of english onset: 11","english learning method: academic","english residence: usa","length of english residence: 2.25 years","/soundtracks/macedonian1.mp3","macedonian1"
"1676624942-2949","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=252","birth place: siaya, kenya (map)","luo","other language(s): swahili giriama","age, sex: 42, male","age of english onset: 12","english learning method: academic","english residence: uk, usa","length of english residence: 2 years","/soundtracks/luo1.mp3","luo1"
"1676624944-2950","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=251","birth place: klaipeda, lithuania (map)","lithuanian","other language(s): russian german","age, sex: 27, female","age of english onset: 24","english learning method: naturalistic","english residence: usa","length of english residence: 3 years","/soundtracks/lithuanian1.mp3","lithuanian1"
"1676624947-2951","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=250","birth place: riga, latvia (map)","latvian","other language(s): russian","age, sex: 24, female","age of english onset: 13","english learning method: academic","english residence: usa","length of english residence: 0.2 years","/soundtracks/latvian1.mp3","latvian1"
"1676624949-2952","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=249","birth place: vientiane, laos (map)","lao","other language(s): thai","age, sex: 25, female","age of english onset: 21","english learning method: academic","english residence: usa","length of english residence: 3 years","/soundtracks/lao2.mp3","lao2"
"1676624952-2953","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=248","birth place: savannakhet, laos (map)","lao","other language(s): none","age, sex: 19, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 1 years","/soundtracks/lao1.mp3","lao1"
"1676624954-2954","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=247","birth place: leworook, nusa tenggara, indonesia (map)","lamaholot","other language(s): indonesian sikka kupang nagi","age, sex: 30, male","age of english onset: 13","english learning method: academic","english residence: usa","length of english residence: 0.25 years","/soundtracks/lamaholot1.mp3","lamaholot1"
"1676624957-2955","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=246","birth place: arbil, iraq (map)","kurdish","other language(s): french farsi","age, sex: 24, male","age of english onset: 15","english learning method: academic","english residence: usa","length of english residence: 1.5 years","/soundtracks/kurdish1.mp3","kurdish1"
"1676624959-2956","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=245","birth place: freetown, sierra leone (map)","krio","other language(s): none","age, sex: 46, female","age of english onset: 5","english learning method: academic","english residence: usa","length of english residence: 16 years","/soundtracks/krio1.mp3","krio1"
"1676624962-2957","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=244","birth place: seoul, south korea (map)","korean","other language(s): french","age, sex: 32, male","age of english onset: 10","english learning method: academic","english residence: usa","length of english residence: 23 years","/soundtracks/korean7.mp3","korean7"
"1676624964-2958","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=243","birth place: sunchun, south korea (map)","korean","other language(s): none","age, sex: 21, female","age of english onset: 12","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/korean6.mp3","korean6"
"1676624967-2959","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=242","birth place: seoul, south korea (map)","korean","other language(s): none","age, sex: 50, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 23 years","/soundtracks/korean5.mp3","korean5"
"1676624969-2960","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=241","birth place: seoul, south korea (map)","korean","other language(s): none","age, sex: 29, female","age of english onset: 15","english learning method: academic","english residence: usa","length of english residence: 2 years","/soundtracks/korean4.mp3","korean4"
"1676624972-2961","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=240","birth place: seoul, south korea (map)","korean","other language(s): spanish","age, sex: 19, female","age of english onset: 17","english learning method: academic","english residence: usa","length of english residence: 0.6 years","/soundtracks/korean3.mp3","korean3"
"1676624974-2962","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=239","birth place: taegu, south korea (map)","korean","other language(s): none","age, sex: 23, female","age of english onset: 14","english learning method: academic","english residence: usa","length of english residence: 0.1 years","/soundtracks/korean2.mp3","korean2"
"1676624977-2963","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=238","birth place: ui jong bu, south korea (map)","korean","other language(s): french","age, sex: 29, male","age of english onset: 13","english learning method: academic","english residence: usa","length of english residence: 1.1 years","/soundtracks/korean1.mp3","korean1"
"1676624979-2964","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=237","birth place: goma, north kivu, democratic republic of congo (map)","kiswahili","other language(s): french lingala","age, sex: 36, male","age of english onset: 34","english learning method: academic","english residence: usa","length of english residence: 1 years","/soundtracks/kiswahili4.mp3","kiswahili4"
"1676624982-2965","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=236","birth place: nairobi, kenya (map)","kiswahili","other language(s): kikuyu","age, sex: 29, male","age of english onset: 6","english learning method: academic","english residence: usa","length of english residence: 10 years","/soundtracks/kiswahili3.mp3","kiswahili3"
"1676624984-2966","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=235","birth place: kigoma, tanzania (map)","kiswahili","other language(s): kiha","age, sex: 28, male","age of english onset: 16","english learning method: academic","english residence: usa","length of english residence: 0.3 years","/soundtracks/kiswahili2.mp3","kiswahili2"
"1676624986-2967","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=234","birth place: dar-es-salaam, tanzania (map)","kiswahili","other language(s): chagga","age, sex: 22, male","age of english onset: 6","english learning method: academic","english residence: usa","length of english residence: 0.3 years","/soundtracks/kiswahili1.mp3","kiswahili1"
"1676624989-2968","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=233","birth place: bishkek, kyrgyzstan (map)","kyrgyz","other language(s): russian","age, sex: 32, female","age of english onset: 28","english learning method: academic","english residence: usa","length of english residence: 2 years","/soundtracks/kyrgyz1.mp3","kyrgyz1"
"1676624992-2969","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=232","birth place: baling, kampongthum, cambodia (map)","khmer","other language(s): french","age, sex: 46, male","age of english onset: 25","english learning method: academic","english residence: usa","length of english residence: 5.5 years","/soundtracks/khmer3.mp3","khmer3"
"1676624994-2970","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=231","birth place: phnom penh, cambodia (map)","khmer","other language(s): none","age, sex: 19, male","age of english onset: 16","english learning method: academic","english residence: usa","length of english residence: 4 years","/soundtracks/khmer2.mp3","khmer2"
"1676624997-2971","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=230","birth place: phnom penh, cambodia (map)","khmer","other language(s): none","age, sex: 21, female","age of english onset: 16","english learning method: academic","english residence: usa","length of english residence: 3 years","/soundtracks/khmer1.mp3","khmer1"
"1676624999-2972","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=229","birth place: semey, kazakhstan (map)","kazakh","other language(s): russian italian turkish","age, sex: 18, male","age of english onset: 9","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/kazakh1.mp3","kazakh1"
"1676625002-2973","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=228","birth place: bangalore, india (map)","kannada","other language(s): hindi-urdu","age, sex: 26, female","age of english onset: 5","english learning method: academic","english residence: usa","length of english residence: 4 years","/soundtracks/kannada1.mp3","kannada1"
"1676625004-2974","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=227","birth place: osaka, japan (map)","japanese","other language(s): german","age, sex: 18, male","age of english onset: 12","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/japanese7.mp3","japanese7"
"1676625007-2975","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=226","birth place: kawasaki, japan (map)","japanese","other language(s): spanish","age, sex: 30, female","age of english onset: 10","english learning method: academic","english residence: usa,canada","length of english residence: 12 years","/soundtracks/japanese6.mp3","japanese6"
"1676625009-2976","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=225","birth place: chiba, japan (map)","japanese","other language(s): mandarin","age, sex: 25, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 0.4 years","/soundtracks/japanese5.mp3","japanese5"
"1676625012-2977","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=224","birth place: tokyo, japan (map)","japanese","other language(s): none","age, sex: 20, male","age of english onset: 15","english learning method: academic","english residence: usa","length of english residence: 0.75 years","/soundtracks/japanese4.mp3","japanese4"
"1676625014-2978","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=223","birth place: kofu, yamanashi prefecture, japan (map)","japanese","other language(s): german","age, sex: 49, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 3 years","/soundtracks/japanese3.mp3","japanese3"
"1676625017-2979","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=222","birth place: tokyo, japan (map)","japanese","other language(s): none","age, sex: 27, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 1.3 years","/soundtracks/japanese2.mp3","japanese2"
"1676625019-2980","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=221","birth place: tokyo, japan (map)","japanese","other language(s): sign language","age, sex: 25, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 2 years","/soundtracks/japanese1.mp3","japanese1"
"1676625022-2981","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=220","birth place: cremona, italy (map)","italian","other language(s): none","age, sex: 47, female","age of english onset: 11","english learning method: academic","english residence: usa","length of english residence: 0.2 years","/soundtracks/italian4.mp3","italian4"
"1676625024-2982","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=219","birth place: florence, italy (map)","italian","other language(s): french japanese","age, sex: 55, male","age of english onset: 21","english learning method: academic","english residence: usa","length of english residence: 34 years","/soundtracks/italian3.mp3","italian3"
"1676625027-2983","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=218","birth place: caltanissetta, sicily, italy (map)","italian","other language(s): latin french spanish","age, sex: 46, male","age of english onset: 18","english learning method: academic","english residence: usa","length of english residence: 0.3 years","/soundtracks/italian2.mp3","italian2"
"1676625029-2984","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=217","birth place: carbonia, italy (map)","italian","other language(s): french","age, sex: 29, female","age of english onset: 22","english learning method: academic","english residence: usa","length of english residence: 3.5 years","/soundtracks/italian1.mp3","italian1"
"1676625032-2985","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=216","birth place: jakarta, indonesia (map)","indonesian","other language(s): javanese sundanese spanish mandarin japanese","age, sex: 30, female","age of english onset: 10","english learning method: academic","english residence: usa","length of english residence: 6.5 years","/soundtracks/indonesian4.mp3","indonesian4"
"1676625034-2986","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=215","birth place: jakarta, indonesia (map)","indonesian","other language(s): none","age, sex: 32, female","age of english onset: 13","english learning method: academic","english residence: usa","length of english residence: 0.6 years","/soundtracks/indonesian3.mp3","indonesian3"
"1676625037-2987","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=214","birth place: jakarta, indonesia (map)","indonesian","other language(s): dutch german swedish","age, sex: 18, male","age of english onset: 13","english learning method: academic","english residence: canada","length of english residence: 2.5 years","/soundtracks/indonesian2.mp3","indonesian2"
"1676625039-2988","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=213","birth place: jakarta, indonesia (map)","indonesian","other language(s): none","age, sex: 31, male","age of english onset: 13","english learning method: academic","english residence: usa","length of english residence: 11 years","/soundtracks/indonesian1.mp3","indonesian1"
"1676625042-2989","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=212","birth place: imo state, imo state, nigeria (map)","igbo","other language(s): none","age, sex: 23, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 0.4 years","/soundtracks/igbo1.mp3","igbo1"
"1676625044-2990","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=211","birth place: brasov, romania (map)","hungarian","other language(s): romanian","age, sex: 34, male","age of english onset: 8","english learning method: academic","english residence: usa","length of english residence: 5 years","/soundtracks/hungarian3.mp3","hungarian3"
"1676625047-2991","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=210","birth place: clug, romania (map)","hungarian","other language(s): romanian german","age, sex: 22, female","age of english onset: 8","english learning method: academic","english residence: usa","length of english residence: 1 years","/soundtracks/hungarian2.mp3","hungarian2"
"1676625049-2992","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=209","birth place: cegled, hungary (map)","hungarian","other language(s): none","age, sex: 22.5, female","age of english onset: 20","english learning method: academic","english residence: uk,usa","length of english residence: 1.5 years","/soundtracks/hungarian1.mp3","hungarian1"
"1676625052-2993","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=208","birth place: taipei, taiwan (map)","xiang","other language(s): mandarin japanese cantonese","age, sex: 50, female","age of english onset: 14","english learning method: academic","english residence: usa","length of english residence: 30 years","/soundtracks/xiang1.mp3","xiang1"
"1676625054-2994","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=207","birth place: nagpur, maharashtra, india (map)","hindi","other language(s): marathi punjabi","age, sex: 27, male","age of english onset: 2","english learning method: academic","english residence: uk,usa","length of english residence: 3.5 years","/soundtracks/hindi1.mp3","hindi1"
"1676625057-2995","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=206","birth place: netanya, israel (map)","hebrew","other language(s): none","age, sex: 23, male","age of english onset: 10","english learning method: academic","english residence: usa","length of english residence: 3 years","/soundtracks/hebrew5.mp3","hebrew5"
"1676625059-2996","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=205","birth place: haifa, israel (map)","hebrew","other language(s): spanish","age, sex: 20, female","age of english onset: 9","english learning method: academic","english residence: canada","length of english residence: 0.5 years","/soundtracks/hebrew4.mp3","hebrew4"
"1676625062-2997","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=204","birth place: haifa, israel (map)","hebrew","other language(s): none","age, sex: 33, male","age of english onset: 8","english learning method: academic","english residence: usa","length of english residence: 1.5 years","/soundtracks/hebrew3.mp3","hebrew3"
"1676625064-2998","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=203","birth place: jerusalem, israel (map)","hebrew","other language(s): none","age, sex: 24, male","age of english onset: 10","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/hebrew2.mp3","hebrew2"
"1676625067-2999","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=202","birth place: yehud, israel (map)","hebrew","other language(s): none","age, sex: 23, male","age of english onset: 10","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/hebrew1.mp3","hebrew1"
"1676625069-3000","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=201","birth place: nairobi, kenya (map)","gusii","other language(s): kiswahili kikuyu","age, sex: 44, male","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 15 years","/soundtracks/gusii1.mp3","gusii1"
"1676625072-3001","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=200","birth place: limerick, ireland (map)","gujarati","other language(s): hindi-urdu","age, sex: 28, female","age of english onset: 2","english learning method: naturalistic","english residence: india,usa,ireland","length of english residence: 3 years","/soundtracks/gujarati3.mp3","gujarati3"
"1676625074-3002","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=199","birth place: bombay, india (map)","gujarati","other language(s): hindi-urdu sanskrit punjabi","age, sex: 22, male","age of english onset: 8","english learning method: academic","english residence: usa","length of english residence: 0.3 years","/soundtracks/gujarati2.mp3","gujarati2"
"1676625077-3003","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=198","birth place: ahmedabad, india (map)","gujarati","other language(s): hindi-urdu","age, sex: 20, male","age of english onset: 15","english learning method: academic","english residence: usa","length of english residence: 0.5 years","/soundtracks/gujarati1.mp3","gujarati1"
"1676625079-3004","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=197","birth place: karprenici, greece (map)","greek","other language(s): none","age, sex: 37, female","age of english onset: 15","english learning method: academic","english residence: usa","length of english residence: 22 years","/soundtracks/greek3.mp3","greek3"
"1676625082-3005","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=196","birth place: athens, greece (map)","greek","other language(s): french","age, sex: 26, female","age of english onset: 9","english learning method: academic","english residence: usa","length of english residence: 1.5 years","/soundtracks/greek2.mp3","greek2"
"1676625084-3006","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=195","birth place: athens, greece (map)","greek","other language(s): none","age, sex: 19, male","age of english onset: 9","english learning method: academic","english residence: usa","length of english residence: 0.25 years","/soundtracks/greek1.mp3","greek1"
"1676625087-3007","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=194","birth place: vienna, austria (map)","german","other language(s): russian ukrainian italian hungarian","age, sex: 28, male","age of english onset: 8","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/german6.mp3","german6"
"1676625089-3008","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=193","birth place: halle, germany (map)","german","other language(s): none","age, sex: 47, male","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 0.2 years","/soundtracks/german5.mp3","german5"
"1676625092-3009","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=192","birth place: stuttgart, germany (map)","german","other language(s): french italian","age, sex: 19, female","age of english onset: 11","english learning method: academic","english residence: usa","length of english residence: 0.5 years","/soundtracks/german4.mp3","german4"
"1676625094-3010","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=191","birth place: meissen, germany (map)","german","other language(s): french latin","age, sex: 19, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 0.5 years","/soundtracks/german3.mp3","german3"
"1676625097-3011","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=190","birth place: bemberg, germany (map)","german","other language(s): none","age, sex: 29, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 0.5 years","/soundtracks/german2.mp3","german2"
"1676625100-3012","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=189","birth place: dusseldorf, germany (map)","german","other language(s): french dutch","age, sex: 48, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 25 years","/soundtracks/german1.mp3","german1"
"1676625102-3013","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=188","birth place: tbilisi, republic of georgia (map)","georgian","other language(s): russian","age, sex: 30, female","age of english onset: 28","english learning method: academic","english residence: usa","length of english residence: 2 years","/soundtracks/georgian1.mp3","georgian1"
"1676625105-3014","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=187","birth place: akkrum, friesland, netherlands (map)","frisian","other language(s): dutch german french","age, sex: 62, male","age of english onset: 13","english learning method: academic","english residence: usa,canada","length of english residence: 27 years","/soundtracks/frisian1.mp3","frisian1"
"1676625107-3015","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=186","birth place: ghent, belgium (map)","french","other language(s): german dutch italian","age, sex: 66, male","age of english onset: 16","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/french8.mp3","french8"
"1676625109-3016","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=185","birth place: rimouski, quebec, canada (map)","french","other language(s): none","age, sex: 18, male","age of english onset: 5","english learning method: academic","english residence: canada","length of english residence: 18 years","/soundtracks/french7.mp3","french7"
"1676625112-3017","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=184","birth place: booue, gabon (map)","french","other language(s): none","age, sex: 26, female","age of english onset: 13","english learning method: academic","english residence: usa","length of english residence: 1 years","/soundtracks/french6.mp3","french6"
"1676625114-3018","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=183","birth place: douala, cameroon (map)","french","other language(s): pidgin banganthe","age, sex: 36, female","age of english onset: 11","english learning method: academic","english residence: usa","length of english residence: 4 years","/soundtracks/french5.mp3","french5"
"1676625117-3019","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=182","birth place: abidjan, ivory coast (map)","french","other language(s): appolo baoule","age, sex: 31, female","age of english onset: 14","english learning method: academic","english residence: usa","length of english residence: 9 years","/soundtracks/french4.mp3","french4"
"1676625120-3020","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=181","birth place: nice, france (map)","french","other language(s): german","age, sex: 22, female","age of english onset: 11","english learning method: academic","english residence: usa","length of english residence: 0.2 years","/soundtracks/french3.mp3","french3"
"1676625122-3021","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=180","birth place: tunis, tunisia (map)","french","other language(s): arabic","age, sex: 19, male","age of english onset: 14","english learning method: academic","english residence: usa","length of english residence: 0.5 years","/soundtracks/french2.mp3","french2"
"1676625124-3022","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=179","birth place: st. laurent d'onay, france (map)","french","other language(s): spanish","age, sex: 20, female","age of english onset: 12","english learning method: academic","english residence: usa","length of english residence: 0.4 years","/soundtracks/french1.mp3","french1"
"1676625127-3023","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=178","birth place: helsinki, finland (map)","finnish","other language(s): swedish","age, sex: 20, male","age of english onset: 7","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/finnish2.mp3","finnish2"
"1676625130-3024","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=177","birth place: lahti, finland (map)","finnish","other language(s): swedish german","age, sex: 22, female","age of english onset: 9","english learning method: academic","english residence: usa","length of english residence: 0.5 years","/soundtracks/finnish1.mp3","finnish1"
"1676625132-3025","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=176","birth place: tehran, iran (map)","farsi","other language(s): none","age, sex: 39, male","age of english onset: 12","english learning method: academic","english residence:","length of english residence: 0 years","/soundtracks/farsi9.mp3","farsi9"
"1676625134-3026","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=175","birth place: tehran, iran (map)","farsi","other language(s): french","age, sex: 29, female","age of english onset: 11","english learning method: academic","english residence: usa","length of english residence: 1.75 years","/soundtracks/farsi8.mp3","farsi8"
"1676625137-3027","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=174","birth place: tehran, iran (map)","farsi","other language(s): none","age, sex: 29, male","age of english onset: 11","english learning method: academic","english residence: usa","length of english residence: 2 years","/soundtracks/farsi7.mp3","farsi7"
